file,key,type,attr
src\shared\components\sales\OrderLinesEditor.tsx,"number",JSXAttribute,type
src\shared\components\sales\OrderLinesEditor.tsx,"number",StringLiteral,
src\shared\components\sales\OrderLinesEditor.tsx,"number",JSXAttribute,type
src\shared\components\sales\OrderLinesEditor.tsx,"number",StringLiteral,
src\shared\components\sales\OrderPricingFields.tsx,"number",JSXAttribute,type
src\shared\components\sales\OrderPricingFields.tsx,"number",StringLiteral,
src\shared\components\sales\OrderPricingFields.tsx,"number",JSXAttribute,type
src\shared\components\sales\OrderPricingFields.tsx,"number",StringLiteral,
src\shared\components\sales\OrderPricingFields.tsx,"number",JSXAttribute,type
src\shared\components\sales\OrderPricingFields.tsx,"number",StringLiteral,
src\shared\components\sales\OrderPricingFields.tsx,"number",JSXAttribute,type
src\shared\components\sales\OrderPricingFields.tsx,"number",StringLiteral,
src\features\crm\pages\CustomersPage.tsx,"Tổng chi tiêu ($)",JSXText,
src\features\crm\pages\CustomersPage.tsx,"0.01",JSXAttribute,step
src\features\crm\pages\CustomersPage.tsx,"0.01",StringLiteral,
src\features\inventory\pages\CategoriesPage.tsx,"0.01",JSXAttribute,step
src\features\inventory\pages\CategoriesPage.tsx,"0.01",StringLiteral,
src\features\inventory\pages\CombosPage.tsx,"0.01",JSXAttribute,step
src\features\inventory\pages\CombosPage.tsx,"0.01",StringLiteral,
src\features\inventory\pages\MobileInventoryPage.tsx,"0.01",JSXAttribute,step
src\features\inventory\pages\MobileInventoryPage.tsx,"0.01",StringLiteral,
src\features\inventory\pages\MobileInventoryPage.tsx,"0.01",JSXAttribute,step
src\features\inventory\pages\MobileInventoryPage.tsx,"0.01",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"0.01",JSXAttribute,step
src\features\inventory\pages\ProductBatchesPage.tsx,"0.01",StringLiteral,
src\features\inventory\pages\StockTransferPage.tsx,"0.01",JSXAttribute,step
src\features\inventory\pages\StockTransferPage.tsx,"0.01",StringLiteral,
src\features\logistics\pages\PriceListsPage.tsx,"0.01",JSXAttribute,step
src\features\logistics\pages\PriceListsPage.tsx,"0.01",StringLiteral,
src\features\pos\pages\PaymentMethodsPage.tsx,"0.01",JSXAttribute,step
src\features\pos\pages\PaymentMethodsPage.tsx,"0.01",StringLiteral,
src\features\pos\pages\PaymentMethodsPage.tsx,"0.01",JSXAttribute,step
src\features\pos\pages\PaymentMethodsPage.tsx,"0.01",StringLiteral,
src\features\sales\pages\CustomerReturnsPage.tsx,"0.01",JSXAttribute,step
src\features\sales\pages\CustomerReturnsPage.tsx,"0.01",StringLiteral,
src\features\sales\pages\ExportInvoicesPage.tsx,"0.01",JSXAttribute,step
src\features\sales\pages\ExportInvoicesPage.tsx,"0.01",StringLiteral,
src\features\sales\pages\ExportInvoicesPage.tsx,"0.01",JSXAttribute,step
src\features\sales\pages\ExportInvoicesPage.tsx,"0.01",StringLiteral,
src\features\sales\pages\ExportInvoicesPage.tsx,"0.01",JSXAttribute,step
src\features\sales\pages\ExportInvoicesPage.tsx,"0.01",StringLiteral,
src\features\sales\pages\OnlineOrdersPage.tsx,"0.01",JSXAttribute,step
src\features\sales\pages\OnlineOrdersPage.tsx,"0.01",StringLiteral,
src\features\crm\pages\CustomersPage.tsx,"CHURNED",JSXAttribute,value
src\features\crm\pages\CustomersPage.tsx,"CHURNED",StringLiteral,
src\features\crm\store\crmStore.ts,"CHURNED",StringLiteral,
src\features\crm\pages\CustomersPage.tsx,"Ghi chú CSKH",JSXText,
src\features\crm\pages\CustomersPage.tsx,"Ghi chú sở thích, thói quen mua hàng hoặc yêu cầu đặc biệt...",JSXAttribute,placeholder
src\features\crm\pages\CustomersPage.tsx,"Ghi chú sở thích, thói quen mua hàng hoặc yêu cầu đặc biệt...",StringLiteral,
src\features\crm\pages\CustomersPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",JSXAttribute,className
src\features\crm\pages\CustomersPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",StringLiteral,
src\features\crm\pages\FeedbackPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",JSXAttribute,className
src\features\crm\pages\FeedbackPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",StringLiteral,
src\features\crm\pages\FeedbackPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",JSXAttribute,className
src\features\crm\pages\FeedbackPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",StringLiteral,
src\features\crm\pages\SupportTicketsPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",JSXAttribute,className
src\features\crm\pages\SupportTicketsPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",StringLiteral,
src\features\finance\pages\BankAccountsPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",JSXAttribute,className
src\features\finance\pages\BankAccountsPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",StringLiteral,
src\features\finance\pages\OperatingCostsPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",JSXAttribute,className
src\features\finance\pages\OperatingCostsPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",StringLiteral,
src\features\finance\pages\TransactionReasonsPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",JSXAttribute,className
src\features\finance\pages\TransactionReasonsPage.tsx,"w-full px-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-white dark:bg-gray-900 text-gray-900 dark:text-white text-sm focus:ring-2 focus:ring-primary focus:border-primary resize-none",StringLiteral,
src\features\crm\pages\CustomersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\crm\pages\CustomersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\crm\pages\CustomersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\crm\pages\CustomersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\crm\pages\FeedbackPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\crm\pages\FeedbackPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\crm\pages\FeedbackPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\crm\pages\FeedbackPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\crm\pages\LoyaltyTiersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\crm\pages\LoyaltyTiersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\crm\pages\LoyaltyTiersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\crm\pages\LoyaltyTiersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\crm\pages\SupportTicketsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\crm\pages\SupportTicketsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\crm\pages\SupportTicketsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\crm\pages\SupportTicketsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\BankAccountsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\BankAccountsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\BankAccountsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\BankAccountsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\DebtLedgerPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\DebtLedgerPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\DebtLedgerPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\DebtLedgerPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\OperatingCostsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\OperatingCostsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\OperatingCostsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\OperatingCostsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\PaymentVouchersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\PaymentVouchersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\PaymentVouchersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\PaymentVouchersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\ReceiptVouchersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\ReceiptVouchersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\ReceiptVouchersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\ReceiptVouchersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\TransactionReasonsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\TransactionReasonsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\finance\pages\TransactionReasonsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\finance\pages\TransactionReasonsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\hr\pages\RolesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\hr\pages\RolesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\hr\pages\UsersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\hr\pages\UsersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\inventory\pages\CategoriesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\inventory\pages\CategoriesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\inventory\pages\CategoriesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\inventory\pages\CategoriesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\inventory\pages\InventoryCheckPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\inventory\pages\InventoryCheckPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\inventory\pages\InventoryPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\inventory\pages\InventoryPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\inventory\pages\ProductBatchesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\inventory\pages\ProductBatchesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\inventory\pages\ProductBatchesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\inventory\pages\StockTransferPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\inventory\pages\StockTransferPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\inventory\pages\StockTransferPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\inventory\pages\StockTransferPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\pos\pages\PaymentMethodsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\pos\pages\PaymentMethodsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\pos\pages\PaymentMethodsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\pos\pages\PaymentMethodsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\purchase\pages\ImportReceiptsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\purchase\pages\ImportReceiptsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\purchase\pages\ImportReceiptsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\purchase\pages\ImportReceiptsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\purchase\pages\PurchaseOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\purchase\pages\PurchaseOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\purchase\pages\SuppliersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\purchase\pages\SuppliersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\sales\pages\QuotesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\sales\pages\QuotesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\sales\pages\QuotesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\sales\pages\QuotesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\sales\pages\SaleOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\sales\pages\SaleOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\sales\pages\SaleOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\sales\pages\SaleOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\sales\pages\SaleOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\sales\pages\SaleOrdersPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\system\pages\BranchManagementPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\system\pages\BranchManagementPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\system\pages\NotificationsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\system\pages\NotificationsPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\system\pages\PrintTemplatesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\system\pages\PrintTemplatesPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\system\pages\SystemConfigPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\system\pages\SystemConfigPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\system\pages\VatConfigPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\system\pages\VatConfigPage.tsx,"flex justify-end gap-3 pt-4 border-t border-gray-200 dark:border-gray-700",StringLiteral,
src\features\crm\pages\CustomersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\crm\pages\CustomersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\crm\pages\CustomersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\crm\pages\CustomersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\crm\pages\FeedbackPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\crm\pages\FeedbackPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\crm\pages\FeedbackPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\crm\pages\FeedbackPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\crm\pages\LoyaltyTiersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\crm\pages\LoyaltyTiersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\crm\pages\LoyaltyTiersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\crm\pages\LoyaltyTiersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\crm\pages\LoyaltyTiersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\crm\pages\LoyaltyTiersPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\crm\pages\SupportTicketsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\crm\pages\SupportTicketsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\crm\pages\SupportTicketsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\crm\pages\SupportTicketsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\finance\pages\BankAccountsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\finance\pages\BankAccountsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\finance\pages\BankAccountsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\finance\pages\BankAccountsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\finance\pages\DebtLedgerPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\finance\pages\DebtLedgerPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\finance\pages\DebtLedgerPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\finance\pages\DebtLedgerPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\finance\pages\OperatingCostsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
src\features\finance\pages\OperatingCostsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",StringLiteral,
src\features\finance\pages\OperatingCostsPage.tsx,"px-4 py-2 border border-gray-300 dark:border-gray-600 text-gray-700 dark:text-gray-300 hover:bg-gray-50 dark:hover:bg-gray-700 font-medium rounded-lg transition-colors text-sm",JSXAttribute,className
